language,sentence_id,token_id,head_id,dependent_id,intervener_id,dependency_relation,dependency_distance,direction,intervener_upos,head_upos,dependent_upos,arity,subtree_size,depth,modifies,complexity_score,efficiency_ratio,language_label,treebank,typology,family,region,condition,replicate,source_file,morphological_richness,head_form,dependent_form,intervener_form
telugu,434,2,3,1,2,mod,1,left,PRON,VERB,ADV,0,1,1,modifies_head,1.45,0.6896551724137931,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,చెయ్యాలి,ఇక,ఏమి
telugu,436,3,4,2,3,subj,1,left,NOUN,VERB,NOUN,0,1,1,modifies_head,1.6,0.625,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,కూర్చున్నాడు,తమ్ముడు,బైట
telugu,453,2,3,1,2,subj,1,left,VERB,VERB,NOUN,0,1,2,modifies_head,2.05,0.48780487804878053,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,రావటంతోనే,డాక్టరుగారు,వచ్చీ
telugu,453,5,6,3,5,mod,1,left,PRON,VERB,VERB,0,1,1,modifies_head,1.45,0.6896551724137931,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,కలుసుకున్నాను,రావటంతోనే,ఆయన్ని
telugu,461,2,3,1,2,subj,1,left,VERB,ADP,PRON,0,1,2,modifies_head,2.05,0.48780487804878053,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,వల్ల,ఆయన,రాలేకపోవటం
telugu,461,5,7,3,5,mod,2,left,PRON,VERB,ADP,0,1,1,modifies_head,1.45,1.3793103448275863,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,వెళ్ళేం,వల్ల,మేం
telugu,461,6,7,3,6,mod,2,left,NOUN,VERB,ADP,0,1,1,modifies_head,1.6,1.25,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,వెళ్ళేం,వల్ల,ఇంటికి
telugu,461,6,7,5,6,subj,1,left,NOUN,VERB,PRON,0,1,1,modifies_head,1.6,0.625,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,వెళ్ళేం,మేం,ఇంటికి
telugu,462,2,3,1,2,discourse,1,left,PRON,VERB,INTJ,0,1,1,modifies_head,1.45,0.6896551724137931,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,చనిపోయేరా,అయ్యో,ఆయన
telugu,506,4,5,3,4,mod,1,left,NOUN,VERB,SCONJ,0,1,1,modifies_head,1.6,0.625,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,పెళ్ళవటం,కొద్దీ,ఆడపిల్లలకి
telugu,519,2,4,1,2,subj,2,left,NUM,VERB,PRON,0,1,2,neither,1.8499999999999999,1.0810810810810811,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,1,ఉండగలను,నేను,ఐదే
telugu,519,3,4,1,3,subj,2,left,NOUN,VERB,PRON,1,2,1,modifies_head,3.2,0.625,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,ఉండగలను,నేను,నిమిషాలు
telugu,526,2,6,1,2,subj,4,left,PRON,VERB,PRON,0,1,1,modifies_head,1.45,2.7586206896551726,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,లేదు,ఆమె,నాతో
telugu,526,3,6,1,3,subj,4,left,DET,VERB,PRON,0,1,2,neither,1.7999999999999998,2.2222222222222223,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,లేదు,ఆమె,ఆ
telugu,526,4,6,1,4,subj,4,left,NOUN,VERB,PRON,1,2,1,modifies_head,3.2,1.25,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,లేదు,ఆమె,సంగతి
telugu,526,5,6,1,5,subj,4,left,VERB,VERB,PRON,0,1,1,modifies_head,1.65,2.4242424242424243,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,లేదు,ఆమె,చెప్ప
telugu,526,3,6,2,3,comp:obl,3,left,DET,VERB,PRON,0,1,2,neither,1.7999999999999998,1.6666666666666667,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,లేదు,నాతో,ఆ
telugu,526,4,6,2,4,comp:obl,3,left,NOUN,VERB,PRON,1,2,1,modifies_head,3.2,0.9375,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,లేదు,నాతో,సంగతి
telugu,526,5,6,2,5,comp:obl,3,left,VERB,VERB,PRON,0,1,1,modifies_head,1.65,1.8181818181818183,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,లేదు,నాతో,చెప్ప
telugu,526,5,6,4,5,comp:obj,1,left,VERB,VERB,NOUN,0,1,1,modifies_head,1.65,0.6060606060606061,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,లేదు,సంగతి,చెప్ప
telugu,554,4,2,5,4,parataxis,1,right,PROPN,PROPN,NOUN,0,1,2,modifies_dependent,1.95,0.5128205128205129,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,చంద్రాన్ని,తమ్ముణ్ణి,కృష్ణారావు
telugu,611,2,3,1,2,subj,1,left,PRON,VERB,PRON,0,1,1,modifies_head,1.45,0.6896551724137931,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,చూసేవు,నువ్వు,దేనిని
telugu,615,3,6,2,3,subj,3,left,DET,VERB,VERB,0,1,3,neither,2.2,1.3636363636363635,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,పట్టింది,దొరకటానికి,ఏ
telugu,615,4,6,2,4,subj,3,left,NUM,VERB,VERB,1,2,2,neither,3.45,0.8695652173913043,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,1,పట్టింది,దొరకటానికి,పది
telugu,615,5,6,2,5,subj,3,left,NOUN,VERB,VERB,1,3,1,modifies_head,3.8,0.7894736842105263,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,పట్టింది,దొరకటానికి,నిమిషాలో
telugu,676,3,4,2,3,udep,1,left,NOUN,VERB,NOUN,0,1,1,modifies_head,1.6,0.625,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,ఉన్నది,కలంలో,సిరా
telugu,676,6,4,8,6,parataxis,2,right,PRON,VERB,VERB,0,1,3,neither,2.2500000000000004,0.8888888888888887,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,ఉన్నది,లేదు,నా
telugu,676,7,4,8,7,parataxis,2,right,PRON,VERB,VERB,1,2,2,modifies_dependent,3.45,0.5797101449275363,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,ఉన్నది,లేదు,దాంట్లో
telugu,680,2,3,1,2,subj,1,left,ADV,VERB,PROPN,0,1,1,modifies_head,1.55,0.6451612903225806,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,ఉంది,కమల,ఒంటరిగా
telugu,711,2,3,1,2,subj,1,left,NOUN,VERB,PRON,0,1,2,modifies_head,2.0,0.5,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,చేస్తాడో,ఎవడు,తప్పు
telugu,711,4,6,3,4,comp:obj,2,left,PRON,VERB,VERB,0,1,1,modifies_head,1.45,1.3793103448275863,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,పోతాడు,చేస్తాడో,వాడు
telugu,711,5,6,3,5,comp:obj,2,left,NOUN,VERB,VERB,0,1,1,modifies_head,1.6,1.25,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,పోతాడు,చేస్తాడో,జైలుకు
telugu,711,5,6,4,5,subj,1,left,NOUN,VERB,PRON,0,1,1,modifies_head,1.6,0.625,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,పోతాడు,వాడు,జైలుకు
telugu,724,2,3,1,2,subj@nc,1,left,PROPN,VERB,PRON,0,1,1,modifies_head,1.55,0.6451612903225806,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,తెలుసు,నాకు,తెలుగు
telugu,735,4,5,2,4,mod,1,left,PRON,VERB,VERB,0,1,1,modifies_head,1.45,0.6896551724137931,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,చెప్పండి,రావటంతోటే,నాతో
telugu,744,2,3,1,2,subj,1,left,ADV,VERB,PRON,0,1,1,modifies_head,1.55,0.6451612903225806,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,ఉంది,ఆమె,కులాసాగా
telugu,757,3,4,2,3,udep,1,left,NOUN,VERB,ADP,0,1,1,modifies_head,1.6,0.625,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,లేదు,దగ్గిర,డబ్బు
telugu,762,2,4,1,2,subj,2,left,PRON,VERB,PRON,0,1,2,neither,1.8499999999999999,1.0810810810810811,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,ఉన్నాడు,వీడు,మా
telugu,762,3,4,1,3,subj,2,left,NOUN,VERB,PRON,1,2,1,modifies_head,3.2,0.625,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,ఉన్నాడు,వీడు,తమ్ముడిలాగా
telugu,763,4,5,3,4,udep,1,left,NOUN,VERB,ADP,0,1,1,modifies_head,1.6,0.625,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,చేసేవా,ప్రకారం,పని
telugu,817,2,3,1,2,subj,1,left,NOUN,VERB,PRON,0,1,1,modifies_head,1.6,0.625,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,తీసుకున్నారు,వాళ్ళు,చెరిసగం
telugu,821,3,4,2,3,subj,1,left,PRON,VERB,NOUN,0,1,1,modifies_head,1.45,0.6896551724137931,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,చేయాలో,డబ్బంతా,ఏం
telugu,838,2,4,1,2,subj@nc,2,left,ADJ,VERB,NOUN,0,1,2,neither,1.95,1.0256410256410258,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,ఉంది,వాడికి,ఎక్కువ
telugu,838,3,4,1,3,subj@nc,2,left,NOUN,VERB,NOUN,1,2,1,modifies_head,3.2,0.625,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,ఉంది,వాడికి,డబ్బు
telugu,844,2,3,1,2,subj,1,left,NOUN,VERB,NOUN,0,1,1,modifies_head,1.6,0.625,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,అయింది,అన్నం,ఎక్కువ
telugu,865,2,3,1,2,subj,1,left,NOUN,VERB,PRON,0,1,1,modifies_head,1.6,0.625,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,వెళ్ళు,నువ్వు,ఇంటికి
telugu,878,2,3,1,2,subj,1,left,PRON,NOUN,PRON,0,1,1,modifies_head,1.45,0.6896551724137931,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,కలం,ఇది,ఆయన
telugu,900,3,5,2,3,comp:obl,2,left,NUM,VERB,SCONJ,0,1,2,neither,1.8499999999999999,1.0810810810810811,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,1,ఉన్నది,అనే,ఒక
telugu,900,4,5,2,4,comp:obl,2,left,NOUN,VERB,SCONJ,1,2,1,modifies_head,3.2,0.625,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,ఉన్నది,అనే,ఊరు
telugu,907,2,6,1,2,mod,4,left,PRON,VERB,ADV,0,1,3,neither,2.2500000000000004,1.7777777777777775,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,లేదు,సొంతంగా,తనది
telugu,907,3,6,1,3,mod,4,left,SCONJ,VERB,ADV,1,2,2,neither,3.35,1.1940298507462686,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,లేదు,సొంతంగా,అనే
telugu,907,4,6,1,4,mod,4,left,NOUN,VERB,ADV,1,3,1,modifies_head,3.8,1.0526315789473684,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,లేదు,సొంతంగా,ఆస్తి
telugu,907,5,6,1,5,mod,4,left,PRON,VERB,ADV,0,1,1,modifies_head,1.45,2.7586206896551726,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,లేదు,సొంతంగా,ఏమీ
telugu,907,5,6,4,5,subj,1,left,PRON,VERB,NOUN,0,1,1,modifies_head,1.45,0.6896551724137931,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,లేదు,ఆస్తి,ఏమీ
telugu,909,2,3,1,2,mod,1,left,ADV,VERB,VERB,0,1,1,modifies_head,1.55,0.6451612903225806,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,రాస్తా,కావలిస్తే,మళ్ళీ
telugu,911,2,5,1,2,subj,3,left,ADV,VERB,PRON,0,1,1,modifies_head,1.55,1.9354838709677418,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,వచ్చేరు,మీరు,ఎలా
telugu,911,3,5,1,3,subj,3,left,PRON,VERB,PRON,0,1,2,neither,1.8499999999999999,1.6216216216216217,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,వచ్చేరు,మీరు,మా
telugu,911,4,5,1,4,subj,3,left,NOUN,VERB,PRON,1,2,1,modifies_head,3.2,0.9375,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,వచ్చేరు,మీరు,ఊరికి
telugu,911,3,5,2,3,mod,2,left,PRON,VERB,ADV,0,1,2,neither,1.8499999999999999,1.0810810810810811,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,వచ్చేరు,ఎలా,మా
telugu,911,4,5,2,4,mod,2,left,NOUN,VERB,ADV,1,2,1,modifies_head,3.2,0.625,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,వచ్చేరు,ఎలా,ఊరికి
telugu,917,2,4,1,2,comp:obl,2,left,PRON,VERB,PRON,0,1,2,neither,1.8499999999999999,1.0810810810810811,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,ఇచ్చేను,అతనికి,నా
telugu,917,3,4,1,3,comp:obl,2,left,NOUN,VERB,PRON,1,2,1,modifies_head,3.2,0.625,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,ఇచ్చేను,అతనికి,పుస్తకం
telugu,926,3,4,2,3,mod,1,left,PRON,VERB,VERB,0,1,1,modifies_head,1.45,0.6896551724137931,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,చెప్పండి,రాగానే,నాతో
telugu,929,4,6,3,4,mod@cond,2,left,NOUN,VERB,SCONJ,0,1,1,modifies_head,1.6,1.25,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,లేదు,బట్టి,వానలో
telugu,929,5,6,3,5,mod@cond,2,left,VERB,VERB,SCONJ,0,1,1,modifies_head,1.65,1.2121212121212122,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,లేదు,బట్టి,తడవ
telugu,929,5,6,4,5,udep,1,left,VERB,VERB,NOUN,0,1,1,modifies_head,1.65,0.6060606060606061,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,లేదు,వానలో,తడవ
telugu,930,3,4,2,3,udep,1,left,NOUN,VERB,NOUN,0,1,1,modifies_head,1.6,0.625,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,కురవ,ఇంట,వాన
telugu,933,2,4,1,2,subj,2,left,NOUN,VERB,PROPN,0,1,1,modifies_head,1.6,1.25,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,రాసింది,కమల,కలంతో
telugu,933,3,4,1,3,subj,2,left,NOUN,VERB,PROPN,0,1,1,modifies_head,1.6,1.25,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,రాసింది,కమల,పరీక్ష
telugu,933,3,4,2,3,udep,1,left,NOUN,VERB,NOUN,0,1,1,modifies_head,1.6,0.625,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,రాసింది,కలంతో,పరీక్ష
telugu,935,2,4,1,2,subj,2,left,PROPN,VERB,PROPN,0,1,1,modifies_head,1.55,1.2903225806451613,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,వెళ్ళేడు,రాముడు,సీతతో
telugu,935,3,4,1,3,subj,2,left,NOUN,VERB,PROPN,0,1,1,modifies_head,1.6,1.25,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,వెళ్ళేడు,రాముడు,అడవికి
telugu,935,3,4,2,3,udep,1,left,NOUN,VERB,PROPN,0,1,1,modifies_head,1.6,0.625,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,వెళ్ళేడు,సీతతో,అడవికి
telugu,947,2,4,1,2,subj,2,left,PROPN,VERB,PROPN,0,1,1,modifies_head,1.55,1.2903225806451613,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,ఇచ్చింది,కమల,రాముకు
telugu,947,3,4,1,3,subj,2,left,NOUN,VERB,PROPN,0,1,1,modifies_head,1.6,1.25,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,ఇచ్చింది,కమల,పుస్తకం
telugu,947,3,4,2,3,udep,1,left,NOUN,VERB,PROPN,0,1,1,modifies_head,1.6,0.625,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,ఇచ్చింది,రాముకు,పుస్తకం
telugu,952,2,3,1,2,subj@nc,1,left,PROPN,VERB,PROPN,0,1,1,modifies_head,1.55,0.6451612903225806,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,తెలుసు,కమలకు,రాము
telugu,971,3,4,2,3,mod,1,left,PROPN,PRON,NOUN,0,1,1,modifies_head,1.55,0.6451612903225806,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,పెద్దది,నగరాల్లోకి,టోక్యో
telugu,984,2,6,1,2,comp:obj,4,left,DET,VERB,PRON,0,1,2,neither,1.7999999999999998,2.2222222222222223,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,తెలిసింది,నాకు,ఆ
telugu,984,3,6,1,3,comp:obj,4,left,NOUN,VERB,PRON,1,2,1,modifies_head,3.2,1.25,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,తెలిసింది,నాకు,సంగతి
telugu,984,4,6,1,4,comp:obj,4,left,NOUN,VERB,PRON,0,1,2,neither,2.0,2.0,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,తెలిసింది,నాకు,పదేళ్ళ
telugu,984,5,6,1,5,comp:obj,4,left,ADP,VERB,PRON,1,2,1,modifies_head,3.0,1.3333333333333333,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,తెలిసింది,నాకు,కిందట
telugu,984,4,6,3,4,subj,2,left,NOUN,VERB,NOUN,0,1,2,neither,2.0,1.0,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,తెలిసింది,సంగతి,పదేళ్ళ
telugu,984,5,6,3,5,subj,2,left,ADP,VERB,NOUN,1,2,1,modifies_head,3.0,0.6666666666666666,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,తెలిసింది,సంగతి,కిందట
telugu,990,2,4,1,2,subj,2,left,PRON,VERB,PROPN,0,1,2,neither,1.8499999999999999,1.0810810810810811,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,వెళ్ళేడు,రామారావు,తన
telugu,990,3,4,1,3,subj,2,left,NOUN,VERB,PROPN,1,2,1,modifies_head,3.2,0.625,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,వెళ్ళేడు,రామారావు,ఇంటికి
telugu,1018,2,3,1,2,subj,1,left,NOUN,VERB,NOUN,0,1,2,modifies_head,2.0,0.5,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,"ఎరుగు,",నీరు,పల్లం
telugu,1018,4,6,3,4,parataxis,2,left,NOUN,VERB,VERB,0,1,1,modifies_head,1.6,1.25,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,ఎరుగు,"ఎరుగు,",నిజం
telugu,1018,5,6,3,5,parataxis,2,left,NOUN,VERB,VERB,0,1,1,modifies_head,1.6,1.25,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,ఎరుగు,"ఎరుగు,",దేవుడు
telugu,1018,5,6,4,5,comp:obj,1,left,NOUN,VERB,NOUN,0,1,1,modifies_head,1.6,0.625,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,ఎరుగు,నిజం,దేవుడు
telugu,1027,2,4,1,2,subj@nc,2,left,PRON,VERB,PRON,0,1,2,neither,1.8499999999999999,1.0810810810810811,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,తెలుసు,నాకు,మీ
telugu,1027,3,4,1,3,subj@nc,2,left,NOUN,VERB,PRON,1,2,1,modifies_head,3.2,0.625,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,తెలుసు,నాకు,తాతగారు
telugu,1033,2,3,1,2,subj,1,left,NOUN,VERB,PRON,0,1,1,modifies_head,1.6,0.625,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,చేసింది,వాడేటలే,దొంగతనం
telugu,1065,4,6,2,4,mod@cond,2,left,NOUN,VERB,VERB,1,2,1,modifies_head,3.2,0.625,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,దొరుకుతాయి,వెళ్తే,మామిడి
telugu,1065,5,6,2,5,mod@cond,2,left,NOUN,VERB,VERB,0,1,2,neither,2.0,1.0,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,దొరుకుతాయి,వెళ్తే,పండ్లు
telugu,1065,5,6,4,5,comp:obj,1,left,NOUN,VERB,NOUN,0,1,2,modifies_dependent,2.0,0.5,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,దొరుకుతాయి,మామిడి,పండ్లు
telugu,1070,4,5,2,4,mod@cond,1,left,NOUN,VERB,VERB,0,1,1,modifies_head,1.6,0.625,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,ఇవ్వండి,వస్తే,తాళంచెవి
telugu,1077,2,4,1,2,subj@nc,2,left,NUM,VERB,PRON,0,1,2,neither,1.8499999999999999,1.0810810810810811,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,1,వచ్చేయి,వాడికి,నూటికి
telugu,1077,3,4,1,3,subj@nc,2,left,NOUN,VERB,PRON,1,2,1,modifies_head,3.2,0.625,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,వచ్చేయి,వాడికి,పదిమార్కులు
telugu,1089,2,3,1,2,mod,1,left,NOUN,NOUN,ADV,0,1,1,modifies_head,1.6,0.625,Telugu,SUD_Telugu-MTG,SOV,Dravidian,South Asia,real,0,te_mtg-sud-dev.conllu,0,వెళ్ళను,ఎప్పుడూ,షికారుకు
